record_id,object_type,item,surface_form,canonical_anchor_provisional,canonicalization_status,canonicalization_basis,pos_provisional,a1_inclusion_status,source_layer,source_id_primary,phase_origin,regional_status,region_scope,productive_default,cognate_status,english_anchor,orthographic_transparency,phonological_transparency_estimate,semantic_overlap,false_friend_risk,known_multi_assertion_or_sense_split,sense_count_status,curriculum_research_view,product_clearable_view_status,count_surface_form,count_mwu,count_named_entity,count_abbreviation,notes,curriculum_version
7G-ATOM-0011,ATOMIC_SURFACE_FORM,adiós,adiós,adiós,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,FORMULA,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,INTERNATIONALISM_OR_BORROWING,adios,VERY_HIGH,HIGH_PROVISIONAL,FULL,LOW,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0012,ATOMIC_SURFACE_FORM,aeropuerto,aeropuerto,aeropuerto,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,PEDAGOGICAL_COGNATE_PARTIAL,airport,LOW,LOW_PROVISIONAL,PARTIAL,LOW,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0013,ATOMIC_SURFACE_FORM,agua,agua,agua,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,PEDAGOGICAL_COGNATE_PARTIAL,aqua,HIGH,MEDIUM_PROVISIONAL,PARTIAL,LOW,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0014,ATOMIC_SURFACE_FORM,ahora,ahora,ahora,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADV_QUANT,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0015,ATOMIC_SURFACE_FORM,ahoy,ahoy,ahoy,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADV,A1_REGIONAL_RECEPTIVE,7C_REGIONAL_VARIATION,7C_MIXED_SOURCES,7C_REGIONAL_VARIATION,A1_REGIONAL_RECEPTIVE,Hispanoamérica,NO,FALSE_FRIEND_OR_DECEPTIVE_OVERLAP,ahoy,VERY_HIGH,FORM_SIMILARITY_ONLY,DIVERGENT,HIGH,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0016,ATOMIC_SURFACE_FORM,ahí,ahí,ahí,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADV_QUANT,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0017,ATOMIC_SURFACE_FORM,aire,aire,aire,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,TRUE_COGNATE,air,HIGH,MEDIUM_PROVISIONAL,FULL,NONE,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0018,ATOMIC_SURFACE_FORM,al,al,al,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,CONTRACTION,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0019,ATOMIC_SURFACE_FORM,alegre,alegre,alegre,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADJ,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0020,ATOMIC_SURFACE_FORM,alemán,alemán,alemán,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADJ_NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,YES,SPLIT_REQUIRED_OR_DOCUMENTED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,Explicitly documented as requiring multiple POS/sense/source assertions or later split.,1.20
7G-ATOM-0021,ATOMIC_SURFACE_FORM,allá,allá,allá,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADV_QUANT,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,A1_REGIONAL_RECEPTIVE,Hispanoamérica,TARGET_PROFILE_ONLY,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0022,ATOMIC_SURFACE_FORM,allí,allí,allí,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADV_QUANT,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0023,ATOMIC_SURFACE_FORM,alquilar,alquilar,alquilar,LEMMA_EXPLICIT_VERB,PHASE6_VERB_LEMMA_INVENTORY,VERB,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0024,ATOMIC_SURFACE_FORM,alto,alto,alto,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADJ,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,FALSE_FRIEND_OR_DECEPTIVE_OVERLAP,alto,VERY_HIGH,FORM_SIMILARITY_ONLY,DIVERGENT,HIGH,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0025,ATOMIC_SURFACE_FORM,amarillo,amarillo,amarillo,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADJ,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0026,ATOMIC_SURFACE_FORM,amigo,amigo,amigo,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,INTERNATIONALISM_OR_BORROWING,amigo,VERY_HIGH,HIGH_PROVISIONAL,FULL,LOW,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0027,ATOMIC_SURFACE_FORM,andar,andar,andar,LEMMA_EXPLICIT_VERB,PHASE6_VERB_LEMMA_INVENTORY,VERB,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0028,ATOMIC_SURFACE_FORM,animal,animal,animal,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,TRUE_COGNATE,animal,VERY_HIGH,HIGH_PROVISIONAL,FULL,NONE,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0029,ATOMIC_SURFACE_FORM,anteojos,anteojos,anteojos,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN_PL,A1_REGIONAL_RECEPTIVE,7C_REGIONAL_VARIATION,7C_MIXED_SOURCES,7C_REGIONAL_VARIATION,A1_REGIONAL_RECEPTIVE,Hispanoamérica,TARGET_PROFILE_ONLY,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0030,ATOMIC_SURFACE_FORM,antes,antes,antes,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADV_QUANT,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0031,ATOMIC_SURFACE_FORM,antipático,antipático,antipático,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADJ,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,FALSE_FRIEND_OR_DECEPTIVE_OVERLAP,antipathetic,MEDIUM,FORM_SIMILARITY_ONLY,DIVERGENT,MEDIUM,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0032,ATOMIC_SURFACE_FORM,aparcamiento,aparcamiento,aparcamiento,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0033,ATOMIC_SURFACE_FORM,apartamento,apartamento,apartamento,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,TRUE_COGNATE,apartment,HIGH,MEDIUM_PROVISIONAL,FULL,NONE,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0034,ATOMIC_SURFACE_FORM,apellido,apellido,apellido,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,NOUN,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0035,ATOMIC_SURFACE_FORM,aprender,aprender,aprender,LEMMA_EXPLICIT_VERB,PHASE6_VERB_LEMMA_INVENTORY,VERB,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0036,ATOMIC_SURFACE_FORM,aquel,aquel,aquel,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,FUNCTION_WORD,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0037,ATOMIC_SURFACE_FORM,aquella,aquella,aquella,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,DEMONSTRATIVE,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0038,ATOMIC_SURFACE_FORM,aquellas,aquellas,aquellas,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,DEMONSTRATIVE,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0039,ATOMIC_SURFACE_FORM,aquello,aquello,aquello,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,DEMONSTRATIVE,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0040,ATOMIC_SURFACE_FORM,aquellos,aquellos,aquellos,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,DEMONSTRATIVE,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
7G-ATOM-0041,ATOMIC_SURFACE_FORM,aquí,aquí,aquí,PROVISIONAL_IDENTITY_ANCHOR,NO_SAFE_COLLAPSE_APPLIED_BEFORE_PHASE14,ADV_QUANT,A1_CORE_NORMATIVE,PCIC_BASE_A1,PCIC_BASE_A1/7C,PCIC_BASE_A1,,,,NO_OBVIOUS_PEDAGOGICAL_COGNATE_FIRST_PASS,,NOT_ASSESSED,NOT_ASSESSED,NOT_ASSESSED,NONE_IDENTIFIED,NO,NOT_YET_SENSE_NORMALIZED,INCLUDED,LEGAL_REVIEW_REQUIRED_NOT_CERTIFIED_FOR_REDISTRIBUTION,1,0,0,0,,1.20
